63	6.281411	7.682966	1.397519	1.574388	.9873555	1704.213	2134.574	.1550585	.1693387	4813819	4903539	1085798	3117123	.7411883	
64	6.08638	7.674421	1.50705	1.66015	.989017	2244.333	3315.025	.1650468	.1640395	4019307	4069363	945336.9	2518382	.9294319	
65	6.077608	7.902354	1.388078	1.51787					.125756	8288805	8647019				9336009
66	6.205929	8.037893	1.436929	1.51289					.1283206	7818257	8109383				8624569
67	6.205883	8.084819	1.431522	1.450143					.1133758	7362209	7505768				7938190
68	6.35032	8.18355	1.345026	1.422335					.1374007	6897289	7161495				7606017
69	6.347229	8.173702	1.451405	1.52448					.1434012	6548924	6695749				7040187
70	6.301959	8.221026	1.294648	1.45561					.1178264	5780839	5864599				6160032
71	6.324841	8.28966	1.306634	1.450255					.113218	5765690	5916974				6117089
72	6.3773	8.345191	1.398552	1.454872					.1272449	5494454	5696326				5907053
73	6.317029	8.328335	1.392967	1.379479					.1190913	4847693	5002791				5192573
74	6.219418	8.26724	1.539911	1.432013					.116144	4619229	4764523				4970789
75	6.427135	8.366281	1.366604	1.461689					.121855	4686464	4862161				4976259
76	6.308725	8.354585	1.46147	1.376343					.12817	4352325	4475373				4670837
77	6.33922	8.400892	1.541018	1.367472					.1433232	4011401	4158047				4289396
78	6.304213	8.475861	1.416789	1.588339					.0862681	4305806	4372249				4559176
79	6.405366	8.596324	1.498669	1.364618					.1414434	3968796	4030063				4102127
80	6.393881	8.467787	1.467774	1.380497					.1311026	3419881	3536135				3633437
81	6.476658	8.440327	1.20215	1.244921					.1242241	3165412	3271428				3331229
82	6.327542	8.500791	1.505659	1.503889					.1031461	2941769	2989859				3096207
83	6.25742	8.574859	1.494949	1.366612					.1108976	2893094	2951242				3014001
84	6.358259	8.753132	1.419235	1.44843					.0873775	2609086	2677032				2720270
